Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S0117,State Sericulture Rozgar Yojana,Ministry of Defence,Regional Development,1984,Farmers,143999,106533,All States,6424.91,Completed,Direct Benefit Transfer,SC/OBC,21-35,Offline,42.3,19013,16020,9,Yes,No,No,MoTA,
S0118,Mission Gems and Jewellery Abhiyan,Ministry of Housing,Transport,1973,Urban Poor,240416,151278,All States,858.72,Active,Policy,Women,18-45,Online/Offline,38.1,479435,343249,2008,Yes,No,No,NHA,Self-funded contributory
S0119,Indira Gandhi Horticulture Programme,Ministry of Finance,Financial Inclusion,1960,Artisans,108753,75650,All States,4592.63,Active,Reimbursement,SC/ST,60+,Offline,97.4,339513,287426,8,No,Yes,No,MoHFW,Discontinued after 2020
S0120,Pradhan Mantri Cooperative Bima Yojana,Ministry of Ports,Regional Development,2020,Youth,160862,,All States,88.53,Active,Reimbursement,All,18-60,Multiple,45.7,329503,,2028,No,Yes,No,DRDA,Merged with another scheme
S0121,Bharat MSME Credit Mission,Ministry of Tribal Affairs,Women Empowerment,1992,Pregnant Women,131592,57798,All States,13020.48,Under Review,Free Service,Children,15-35,Offline,77,362822,330809,Ongoing,Yes,Yes,Yes,NDDB,
S0122,Central Solar Energy Jan Vikas,Ministry of Housing,Urban Development,1995,BPL Families,135953,127524,All States,11953.65,Active,Training,SC/OBC,0-6,Offline,93.8,253160,220593,Ongoing,No,Yes,Yes,QCI,
S0123,Jan DBT Implementation Nidhi,Ministry of Food,Digital Infrastructure,1986,Pregnant Women,467662,197063,All States,2563.75,Active,Subsidy,Children,18-60,Multiple,41.5,239903,233528,2022,Yes,No,No,MoTA,Loan guarantee scheme
S0124,Dr. Ambedkar Dairy Development Kalyan Yojana,Ministry of Law and Justice,Border Development,1962,Youth,,,24,14606.17,Completed,Multiple,SC/OBC,18-40,N/A,99.1,5143,3444,Ongoing,No,No,No,NSIC,Discontinued after 2020
S0125,State Apprenticeship Abhiyan,Ministry of Education,Tribal Development,2022,Farmers,140116,114387,All States,14800.9,Active,Infrastructure,Women/Children,21-35,Online/Offline,76.1,494309,350910,2026,Yes,No,No,AAI,
S0126,Deendayal Minority Welfare Kalyan Yojana,Ministry of Commerce,Environment,2016,Rural Poor,222132,71106,All States,3136.5,Active,Price Support,Women,18-40,Offline,81.6,57394,37112,2028,Yes,Yes,No,SFAC,New phase announced
S0127,Central Language Suraksha Yojana,Ministry of Science and Technology,Research,1966,Farmers,199075,191436,All States,9015.89,Active,Direct Benefit Transfer,Women/Children,16-59,Multiple,89.6,214536,194953,2017,No,No,No,MoE,
S0128,Pradhan Mantri Mental Health Bima Yojana,Ministry of Defence,Education,1956,All Citizens,375811,113732,All States,4941.37,Closed,Cash Incentive,All,18-40,Online,33.2,227038,196927,1958,No,Yes,No,PFC,
S0129,Atal Pesticide Management Abhiyan,Department of Personnel,Skill Development,1958,BPL Families,222694,190565,All States,9719.62,Active,Fellowship,All,0-18,Offline,55.5,452850,307107,12,Yes,No,No,MeitY,Loan guarantee scheme
S0130,Integrated Prison Reforms Abhiyan,Ministry of Defence,Sports,1960,SC/ST,126451,71849,All States,2642.16,Under Review,Free Service,Women/Children,15-45,Online/Offline,75.2,400019,294163,15,Yes,Yes,No,DoSJE,Pilot phase
S0131,Central TB Eradication Urja Yojana,Ministry of Railways,Research,1993,BPL Families,339338,339907,All States,,Active,Awareness,SC/ST,18-40,Online/Offline,,583,411,Ongoing,Yes,Yes,No,NIC,New phase announced
S0132,Bharat Food Processing Jan Vikas,Ministry of Tourism,Urban Livelihood,1967,Senior Citizens,264720,245985,All States,14705.26,Active,Insurance,SC/ST,18-45,Offline,73.2,27537,21010,Ongoing,No,Yes,No,AAI,Pilot phase
S0133,Gram Port Development Initiative,Ministry of Railways,Tourism,1963,All Citizens,231721,229377,All States,7503.39,Completed,Insurance,Children,21-45,Online,65.5,462785,448298,1971,Yes,Yes,No,MoTA,
S0134,Mission Senior Citizens Jan Vikas,Ministry of Food,Organic Farming,2015,SC/ST,353713,319906,All States,14389.63,Completed,Direct Benefit Transfer,All,15-35,Multiple,65.4,336854,304081,2027,Yes,Yes,Yes,PFC,Discontinued after 2020
S0135,Gram Fisheries Development Nidhi,Ministry of MSME,Child Protection,2001,Pregnant Women,81817,42295,All States,5653.27,Completed,Awareness,Women/Children,22-35,N/A,43.5,102492,61557,2011,Yes,Yes,No,NSDC,Pilot phase
S0136,Scheme for Fluorosis Control Vikas Yojana,Ministry of Sports,Environment,1977,Minorities,466344,364532,All States,11971.46,Active,Fellowship,Women/Children,All Ages,Multiple,32.2,264452,193269,1999,Yes,Yes,Yes,State Govts,
S0137,Mahatma Gandhi Soil Conservation Rozgar Yojana,Ministry of Sports,Financial Inclusion,2013,Urban Poor,92812,,All States,7853.29,Closed,Micro Credit,All,18+,Online,87,116686,,7,Yes,Yes,No,MoE,Discontinued after 2020
S0138,Swachh Coastal Development Mission,NITI Aayog,Insurance,1995,Artisans,134410,106153,All States,,Active,Reimbursement,SC/OBC,18-40,Online/Offline,61.1,9152,7199,2009,No,Yes,Yes,MoRD,Discontinued after 2020
S0139,Gram Leather Industry Swasthya Yojana,Ministry of Defence,Disaster Relief,2022,Tribal Communities,211864,218186,All States,1877.01,Active,Digital Platform,SC/ST,0-6,Offline,87.6,293331,185058,2029,No,Yes,Yes,Banks,New phase announced
S0140,Mahatma Gandhi Self Help Groups Vikas Yojana,Ministry of Jal Shakti,Scholarships,1992,Youth,249029,106553,All States,263.06,Active,Digital Platform,Women/Children,21-55,Online,72.3,14663,12157,2011,Yes,Yes,No,SFAC,Scheme under review
S0141,Bharat Afforestation Nidhi,Ministry of Mines,Scholarships,1986,Women,,,All States,14496,Closed,Grant,SC/ST,30+,Online,36.4,388312,384287,2002,No,Yes,No,FCI,Discontinued after 2020
S0142,Jan Railway Connectivity Jan Vikas,Ministry of Food Processing,Scholarships,1971,Students,,,All States,1495.85,Under Review,Direct Benefit Transfer,All,18-45,Online,69.6,260331,244401,2011,Yes,Yes,Yes,Gram Panchayats,
S0143,State Sanitation Suraksha Yojana,Ministry of AYUSH,Manufacturing,1973,Senior Citizens,200250,126423,All States,6219.49,Active,Pension Scheme,Women/Children,30+,Online/Offline,,291777,212459,2001,Yes,Yes,Yes,DFPD,
S0144,Rajiv Gandhi Inland Waterways Shakti,Ministry of Tribal Affairs,Livelihood,2011,Unorganised Workers,18550,7463,All States,9880.06,Active,Legal Framework,All,21-35,Online,,470127,395208,7,Yes,Yes,No,DAC,
S0145,Mahatma Gandhi Vocational Training Mission,Ministry of Labour,Digital Infrastructure,2001,Artisans,18757,11838,All States,441.9,Active,Savings Scheme,All,21-30,N/A,74.6,291849,204586,2008,Yes,No,No,PFC,Data partially available
S0146,National Tribal Welfare Jan Vikas,Ministry of Food,Urban Livelihood,1969,Youth,108811,65096,All States,11225.83,Active,Cash Incentive,SC/ST,30+,Online,88.1,43189,41353,10,Yes,No,No,Banks,Subsumed into larger mission
S0147,Rajiv Gandhi Railway Connectivity Initiative,Ministry of Environment,Manufacturing,2023,Rural Poor,103934,74676,All States,10132.35,Active,Grant,SC/ST,18-70,N/A,79.5,273163,218068,13,Yes,Yes,No,QCI,Extended beyond original timeline
S0148,Digital Island Development Initiative,Ministry of Environment,Governance,1957,Tribal Communities,203621,,All States,,Active,Cash Incentive,SC/ST,60+,Online/Offline,45.7,371824,232572,14,No,No,No,SAI,Budget revised upward
S0149,Digital Urban Transport Programme,Ministry of Heavy Industries,Health,1990,Pregnant Women,128683,82383,All States,1079.1,Active,Multiple,Children,15-35,Offline,30.3,451855,402213,7,Yes,No,No,MNRE,Data partially available
S0150,Scheme for River Cleaning Bima Yojana,Ministry of Food Processing,Organic Farming,1964,Students,282932,122583,All States,2552.77,Active,Legal Framework,SC/OBC,Jun-14,Online/Offline,70.8,318659,205586,Ongoing,Yes,Yes,No,CGWB,Subsumed into larger mission
S0151,Swachh Coastal Development Awaas Yojana,Ministry of Food Processing,Manufacturing,1972,Urban Poor,112281,45183,All States,5641.07,Closed,Scholarship,Women/Children,0-6,Multiple,71,15300,9866,8,Yes,Yes,No,QCI,Extended beyond original timeline
S0152,Atal Mental Health Kaushal,Ministry of Education,Disaster Relief,1961,Pregnant Women,92996,52057,All States,5048.64,Active,Awareness,Women/Children,16-59,Online/Offline,89.5,236121,228413,8,No,Yes,No,HUDCO,
S0153,Rashtriya Nutrition Programme Karyakram,Ministry of Road Transport,Sanitation,2024,BPL Families,266258,94852,All States,8437.48,Closed,Digital Platform,SC/ST,16-59,Offline,41.2,114293,68981,9,Yes,Yes,No,MoHUA,State-level implementation
S0154,Digital DBT Implementation Abhiyan,Ministry of Labour,Water,1989,Artisans,32518,16096,All States,1441.81,Active,Multiple,Women/Children,0-6,N/A,76.6,364432,284623,2015,No,Yes,No,NeSL,Extended beyond original timeline
S0155,Samagra Drought Relief Yojana,Ministry of Heavy Industries,Scholarships,2003,Students,317888,181677,All States,1681.04,Active,Training,All,18-45,Online,55.8,126012,112369,8,Yes,Yes,No,NABARD,
S0156,Swachh Rural Housing Kalyan Yojana,NITI Aayog,Border Development,1981,Students,478353,,All States,10968.23,Active,Price Support,SC/OBC,21-35,Online/Offline,43.9,187584,132113,2015,No,Yes,No,REC,
S0157,Central Agricultural Market Swasthya Yojana,Ministry of Rural Development,Financial Inclusion,2011,Senior Citizens,,,All States,9580.41,Active,Free Service,Children,21-30,Online,53.8,487735,331504,Ongoing,Yes,Yes,No,Gram Panchayats,Extended beyond original timeline
S0158,Dr. Ambedkar Girl Child Scheme,Ministry of Law and Justice,Health,2024,Urban Poor,43255,33305,11,3262.9,Completed,Cash Incentive,All,15-45,Online/Offline,75,472734,424971,2028,Yes,Yes,No,AAI,Data partially available
S0159,Digital Girl Child Kalyan Yojana,Ministry of Labour,Insurance,1990,Small Entrepreneurs,411070,,All States,11201.31,Active,Legal Framework,Women,18+,Online/Offline,30.8,458729,297850,Ongoing,No,Yes,No,MoTA,Subsumed into larger mission
S0160,Gram Sanitation Yojana,Ministry of Jal Shakti,Digital Infrastructure,1980,OBC,217625,203956,All States,12709.23,Closed,Multiple,Children,21-30,Offline,56.9,322564,196509,2024,No,No,No,EPFO,
S0161,Deendayal Handicrafts Urja Yojana,Ministry of Development of NE,Organic Farming,2001,Students,481549,482748,All States,11832.42,Active,Legal Framework,Children,Jun-18,Online,89.2,387416,374901,2,Yes,Yes,Yes,DAHD,
S0162,Scheme for Tourism Development Pani Yojana,Ministry of Minority Affairs,Urban Livelihood,1975,Urban Poor,111703,68737,All States,8783.56,Under Review,Infrastructure,Children,0-6,Multiple,73.4,247679,198190,1995,No,Yes,No,AAI,Scheme under review
S0163,Mission Road Construction Vikas Yojana,Ministry of Housing,Child Development,2008,Minorities,466772,388672,All States,10755.6,Active,Multiple,Women/Children,18+,Multiple,70.3,160400,,Ongoing,Yes,No,No,NFDB,No direct govt budget
S0164,Gram Inland Waterways Mission,Ministry of Power,Women Empowerment,1993,Small Entrepreneurs,,,All States,10977.54,Active,Digital Platform,SC/ST,21-30,Online/Offline,80.6,260340,204007,2016,No,Yes,Yes,QCI,COVID-19 relief component
S0165,Scheme for Waste Management Yojana,Ministry of Commerce,Agriculture,2002,Rural Poor,415234,427558,All States,,Active,Scholarship,SC/OBC,18+,N/A,48.7,352024,333999,2003,Yes,No,No,WCD,
S0166,Mission Digital Literacy Initiative,Ministry of Electronics,Digital Infrastructure,1971,Migrant Workers,377235,240178,All States,9529.48,Completed,Legal Framework,Women/Children,Jun-18,N/A,,231944,213048,1976,Yes,No,No,NABARD,
S0167,Rajiv Gandhi Deafness Samman Nidhi,Ministry of Sports,Agriculture,2000,Pregnant Women,349158,312720,All States,9216.97,Completed,In-Kind,Women/Children,21-55,Online,52.8,430113,389003,2025,Yes,No,No,NHAI,Extended beyond original timeline
S0168,Rajiv Gandhi Blindness Bima Yojana,Ministry of Food Processing,Tourism,1963,Rural Poor,109959,69810,All States,6923.27,Closed,Insurance,SC/OBC,18-70,Offline,96,233144,204852,9,No,No,No,NHA,Subsumed into larger mission
S0169,National Crop Insurance Initiative,Ministry of Road Transport,Agriculture,1958,Migrant Workers,22508,8612,All States,5876.11,Active,Reimbursement,Children,21-35,Multiple,44.2,103024,97380,Ongoing,Yes,Yes,No,MoTA,Extended beyond original timeline
S0170,Deendayal Cancer Care Kaushal,Ministry of Electronics,Entrepreneurship,1967,SC/ST,53927,53656,All States,11582.18,Under Review,Cash Incentive,SC/OBC,22-35,Multiple,64.9,278163,228453,15,Yes,Yes,No,HUDCO,Budget revised upward
S0171,Integrated Agricultural Market Urja Yojana,Ministry of Food Processing,Disaster Relief,1966,Farmers,21033,,All States,13664.79,Active,Policy,Women/Children,21-30,Multiple,90.9,80995,59438,Ongoing,Yes,No,No,NHM,Merged with another scheme
S0172,Mission Organic Farming Kalyan Yojana,Ministry of Mines,Water,1988,Children,69212,30640,All States,13172.67,Active,In-Kind,Children,18-60,N/A,63.3,13218,8725,2018,Yes,Yes,No,NSIC,COVID-19 relief component
S0173,Swachh TB Eradication Sadak Yojana,Ministry of Law and Justice,Organic Farming,2021,Urban Poor,167881,115175,All States,773.45,Closed,Price Support,Children,30+,Online,42.3,293067,241576,2027,Yes,Yes,No,DAHD,Data partially available
S0174,Pradhan Mantri Apprenticeship Scheme,Ministry of Labour,Energy,2018,Students,156920,79784,All States,10701.15,Active,Infrastructure,SC/OBC,21-45,Multiple,61.8,35937,27662,7,Yes,No,No,WCD,New phase announced
S0175,Deendayal Tourism Development Abhiyan,Ministry of New Energy,Research,1977,Persons with Disability,302204,258676,All States,8176.22,Under Review,Training,SC/OBC,15-35,Online/Offline,99.1,406006,395687,2008,Yes,Yes,No,NSDC,New phase announced
S0176,Dr. Ambedkar Micro Finance Rozgar Yojana,Ministry of Defence,Urban Development,1993,Minorities,374755,316880,All States,2556.96,Completed,Policy,SC/ST,18+,N/A,71.5,335761,290053,14,Yes,No,No,CGTMSE,State-level implementation
S0177,Gram Watershed Development Vikas Yojana,Ministry of Skill Development,Governance,1965,Minorities,264458,196752,All States,8630.17,Active,Free Service,Children,18-60,Online/Offline,90.2,345750,294122,1988,Yes,Yes,No,NFDB,State-level implementation
S0178,Integrated Organic Farming Kalyan Yojana,Ministry of Housing,Employment,1992,Farmers,346734,212783,All States,2786.31,Active,Micro Credit,Women,21-35,Online/Offline,52,236554,223829,2005,No,No,No,QCI,Loan guarantee scheme
S0179,Mission Industrial Training Nidhi,Ministry of Skill Development,Employment,2009,OBC,,,All States,13274.28,Under Review,Loan Guarantee,SC/ST,18-70,Offline,62,458504,309592,Ongoing,Yes,Yes,Yes,MoTA,No direct govt budget
S0180,Mission Animal Husbandry Kaushal,Ministry of Women and Child,Skill Development,1994,Small Entrepreneurs,383262,190528,All States,9888.95,Under Review,Training,Women,18-45,Online/Offline,65,210491,145092,11,No,Yes,Yes,NDDB,No direct govt budget
S0181,Dr. Ambedkar Seed Development Shiksha Yojana,Ministry of MSME,Organic Farming,1995,BPL Families,472008,164777,All States,,Under Review,Grant,Children,0-6,Online/Offline,,483034,452816,10,Yes,Yes,No,NMCG,Data partially available
S0182,Digital Apprenticeship Yojana,Ministry of Food,Infrastructure,1966,Persons with Disability,2002,1729,31,9623.94,Closed,Insurance,SC/ST,0-18,Online/Offline,71.1,236499,233684,13,Yes,Yes,Yes,DRDA,Pilot phase
S0183,Digital Micro Finance Programme,Ministry of Electronics,Marine Development,1955,Artisans,499455,424093,All States,3749.12,Under Review,Awareness,All,18-45,Online,91.8,343045,275991,Ongoing,Yes,No,No,DAC,Merged with another scheme
S0184,Mukhyamantri Sanitation Urja Yojana,Department of Personnel,Food Security,2020,OBC,358796,256738,All States,8613.89,Active,Cash Incentive,SC/ST,21-30,N/A,34.5,89932,,15,Yes,No,No,REC,Subsumed into larger mission
S0185,Scheme for Inland Waterways Samman Nidhi,Ministry of Housing,Child Development,1971,All Citizens,172389,140513,All States,10026.56,Under Review,Multiple,Women,Jun-14,N/A,83.4,70106,51237,14,No,No,Yes,LIC,Loan guarantee scheme
S0186,PM Climate Change Scheme,Ministry of Panchayati Raj,Digital Infrastructure,2020,Women,287014,238157,All States,2232.75,Under Review,Direct Benefit Transfer,SC/ST,0-6,Multiple,85.6,63162,45771,2023,Yes,Yes,No,DoSJE,Discontinued after 2020
S0187,State Apprenticeship Mission,Ministry of Mines,Governance,2003,Senior Citizens,483951,,All States,1645.48,Active,Direct Benefit Transfer,Women,18-70,Multiple,52.3,200792,155428,2008,Yes,No,No,SFAC,
S0188,Swachh Drought Relief Pani Yojana,Ministry of Commerce,Water,1953,Urban Poor,237841,222019,All States,7304.69,Active,Savings Scheme,Women,21-55,Online/Offline,55.4,319597,193443,1980,Yes,No,No,MNRE,Self-funded contributory
S0189,Samagra Elderly Care Rozgar Yojana,Ministry of Skill Development,Scholarships,1952,Minorities,328204,249503,All States,11230.79,Active,Training,Women,21-45,Offline,40,345715,220537,2,Yes,Yes,No,DPIIT,Pilot phase
S0190,National Olympic Training Jan Vikas,Ministry of Chemicals,Scholarships,1986,SC/ST,138141,129276,16,45.81,Completed,Pension Scheme,Children,21-55,Offline,97,254221,214031,11,Yes,Yes,No,DAC,
S0191,Dr. Ambedkar LED Lighting Bima Yojana,Ministry of Mines,Nutrition,2021,Minorities,257270,269494,All States,13079.57,Under Review,Awareness,All,18-40,Multiple,84.7,223716,220562,Ongoing,Yes,No,Yes,NHAI,No direct govt budget
S0192,Bharat Afforestation Abhiyan,Ministry of Rural Development,Food Security,1956,Students,480509,338115,All States,5752.91,Active,Subsidy,SC/ST,0-18,Multiple,65.6,180619,161978,6,No,Yes,No,PMO,Discontinued after 2020
S0193,Atal Soil Conservation Jan Vikas,NITI Aayog,Organic Farming,2008,SC/ST,42186,24995,All States,7807.05,Active,Grant,All,21-45,Multiple,53.8,333382,203749,4,Yes,No,Yes,DAC,
S0194,Gram Leprosy Elimination Shiksha Yojana,Ministry of Agriculture,Food Security,1970,Students,47058,17602,All States,5461.12,Completed,Tax Benefits,Women/Children,18-40,Multiple,65.3,7084,6674,2027,Yes,Yes,No,MoRD,State-level implementation
S0195,Samagra Minority Welfare Jan Vikas,Ministry of Shipping,Credit,2006,Rural Poor,421590,380730,All States,,Active,Cash Incentive,Women/Children,18-45,Multiple,47.9,243037,213377,Ongoing,No,Yes,Yes,LIC,Missing beneficiary data
S0196,Dr. Ambedkar Dairy Development Sadak Yojana,Ministry of Defence,Tourism,2016,Rural Poor,321951,155700,All States,,Active,Wage Employment,Children,14-18,Multiple,35.1,203640,176690,2025,No,Yes,Yes,DPIIT,
S0197,Mission Agricultural Market Jan Vikas,Ministry of New Energy,Organic Farming,1972,Tribal Communities,229943,217241,All States,12173.88,Active,Awareness,Women,15-45,Offline,42.2,158163,143409,1981,Yes,Yes,No,PFRDA,Merged with another scheme
S0198,State Dengue Prevention Sinchai Yojana,Ministry of AYUSH,Tribal Development,1989,Women,146202,113683,14,2225.46,Active,Scholarship,Women/Children,21-45,Multiple,73.3,89443,76701,9,Yes,No,No,UIDAI,Missing beneficiary data
S0199,Indira Gandhi Drought Relief Initiative,PMO,Infrastructure,2001,Small Entrepreneurs,,,All States,14754.49,Active,Legal Framework,Children,22-35,Offline,52.2,128916,84082,2026,Yes,Yes,Yes,PFC,
